day,start,end,start_time,end_time,room,cleared_prior,cleared_after,title,description
2,1:00 PM,2:20 PM,1300,1420,408-AB,N,N,Warner Bros. Japan Anime Panel feat. Record of Ragnarok Ⅱ,"We are thrilled to be back to showcase our summer anime!Our panel will be headlined by “Record of Ragnarok Ⅱ”. We will be joined by the English voice actor and delve into the new season! “Reign of the Seven Spellblades” and “BASTARD!! -Heavy Metal, Dark Fantasy- S2 “will also be featured as well. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,1:00 PM,2:20 PM,1300,1420,409-AB,N,N,Anime character design 101,"Learn to create your own anime character from scratch, no drawing experience needed topics covered will be face and body structure, costume design, accessories and prop design. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,1:30 PM,2:20 PM,1330,1420,402-AB,N,N,The Ultimate Legend of Zelda Trivia Experience,Test your knowledge of the Hero of Time with our thrilling Legend of Zelda Trivia Game! Compete with fellow fans for a chance to win awesome prizes & enjoy a concert featuring iconic LoZ songs played on the ocarina. Come showcase your Zelda mastery & experience the enchanting music live! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
2,1:30 PM,2:20 PM,1330,1420,main-events,N,N,Undead Unluck Panel Featuring Special Guests & Announcements,"What happens when an unlucky girl meets an undead guy? Pure chaos! TMS Entertainment is excited to invite you to get an exclusive look at the upcoming anime release of Undead Unluck, the hit manga series, serialized in Shueisha's Weekly Shōnen Jump magazine! Join special guests Natsuki Hanae and Moe Kahara for announcements, prize giveaways, and more at 1:30 PM in Main Events. Free gift for attendees! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,1:30 PM,2:20 PM,1330,1420,jw-diamond,N,N,NIJISANJI EN LazuLight “Talk Show & 3D Performance”,"LazuLight is the first wave VTuber group from NIJISANJI EN and consists of three Livers: Elira Pendora, Finana Ryugu and Pomu Rainpuff.
At Anime Expo 2023, LazuLight’s panel will feature a talk show and 3D performance!
Catch their panel at the JW Marriott Diamond Ballroom on Sun. July 2nd at 1:30 p.m.
The first half is a talk show where the girls will show off their energy and charms to the audience! Their friendship and cute interactions are sure to be highly entertaining.
The second half features a 3D performance by LazuLight with a captivating song and dance performance of their original songs!
***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,1:30 PM,2:30 PM,1330,1430,515-B,?,?,Maid Cafe,"Escape from reality and step into a world full of moe. Inspired by the maid cafes of Akihabara, Anime Expo’s Maid Café has been one of our most popular events. Our cute and courteous maids are ready to entertain you, whether they break out in song and dance or settle in with your table to play a game. Enjoy a drink and an interactive show, and don’t forget to thank the maids on your way out!"
2,1:45 PM,2:35 PM,1345,1435,411,N,N,Presentations on Anime Scholarship,Scholars in the MechaJAMS Symposium will deliver their research on anime and manga studies. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
2,2:00 PM,3:20 PM,1400,1520,406-AB,N,N,Shoestring Scientists presents: Build Your Own Pokeball Habitat,Attendees to this workshop will have the opportunity to get hands-on and build their very own Pokemon home: a Pokémon Pokeball Habitat! Each attendee will get their hands dirty with this fun craft that they can take home with them. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
2,2:15 PM,3:15 PM,1415,1515,515-A,?,?,Butler Cafe,"Treat yourself to Anime Expo’s Butler Café! Guests are invited to enjoy musical performances, dances, and much more! The AX Butler Café will make you feel refreshed in this one-of-a-kind interactive experience."
2,2:30 PM,3:30 PM,1430,1530,jw-platinum,?,?,Studio Bones 25th Anniversary Panel,"Celebrating the history and legacy of Studio Bones from their early works through to the works of today such as Metallic Rouge. Featuring special guests Masahiko Minami (President of BONES) and Toshihiro Kawamoto (Cowboy Bebop Character Designer), there may even be a surprise!"
2,2:30 PM,3:20 PM,1430,1520,404-AB,N,N,World premiere of MECHA-UDE Ep.1 & new promo footage!,"An anime series for MECHA-UDE has been announced. We'll be holding a super-early world premiere of episode 1 of the anime series that's currently in production at our Anime Expo panel! And we'll be premiering the long-awaited new promo footage featuring new cuts and characters as well!
***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,2:30 PM,3:20 PM,1430,1520,511,N,N,Introduction to Making Cinematic Cosplay Videos,"Cosplayers and filmmakers from Cosplay Visions, a small production company, discusses and shares their beginner tips and tricks on how to create cinematic cosplay videos while being on a budget! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,2:40 PM,3:30 PM,1440,1530,petree-hall,N,N,Yoshitaka Amano Panel,"Yoshitaka Amano's archive work introduction and showing a video. Live drawing, panel discussion, announcement on new animation project and Q&A. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,3:00 PM,3:50 PM,1500,1550,main-events,N,N,"JUJUTSU KAISEN panel, presented by Crunchyroll","Join Crunchyroll and special guests from the team behind the mega-hit JUJUTSU KAISEN as they discuss working on the show, and its upcoming highly anticipated second season! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,3:00 PM,4:20 PM,1500,1620,jw-diamond,N,N,CDawgVA & Ironmouse - Monke vs. Gremolin,"Join VShojo's Ironmouse and CDawgVA for a panel that's sure to leave you laughing at Anime Expo. From gaming and IRL streams to their favorite anime shows, you'll get to know them better and hear about their hilarious adventures. Don't miss out on this fun and interactive experience! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,3:00 PM,3:50 PM,1500,1550,403-AB,N,N,How To Eat Like An Anime Hero,"Chefpk will break down the steps to go super saiyan, go Plus Ultra, and bring out your inner Shounen dreams. From recipe guides to full on diet breakdowns, we will dive deep. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,3:00 PM,3:50 PM,1500,1550,408-AB,N,N,Dive into the world of Granblue Fantasy!,"Come on board, fellow skyfarers! Join us as we uncover the world of Granblue Fantasy: Relink and Granblue Fantasy Versus: Rising, together with Granblue Fantasy General Director Tetsuya Fukuhara, and Granblue Fantasy: Relink Director Yasuyuki Kaji. Don’t miss out! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,3:15 PM,4:05 PM,1515,1605,411,N,N,The Physics of Anime,"Have you ever watched an anime and wondered if the events portrayed are physically possible? If so, ""The Physics of Anime"" is meant for you! This panel is one part physics lecture, one part geek-out session, and a bundle of fun for your inner weeb. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,3:30 PM,4:20 PM,1530,1620,402-AB,N,N,Top 10 Anime Charts with Anime Trending,"Join the team from Anime Trending, the leading destination for weekly anime ranking, charts, polls, and content straight from Japan, as they share how it has bridged the gap between the anime industry and fans by providing exclusive behind-the-scenes content, promotions, and its annual awards. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,3:30 PM,4:20 PM,1530,1620,409-AB,N,N,eigoMANGA’s How To Draw Manga And Portfolio Review,eigoMANGA creators will hold a tutorial workshop to teach the fundamentals of manga illustration. They will also be on hand to critique portfolios from up-and-coming artists.***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.*** 
2,4:00 PM,5:00 PM,1600,1700,jw-platinum,?,?,"World Premiere of Bungo Stray Dogs S5 featuring Kafka Asagiri, Masahiko Minami and Chiaki Kurakane","Join Bungo Stray Dogs creator Kafka Asagiri, studio BONES Presiden Masahiko Minami and Kadokawa Producer Chiaki Kurakane as they revisit the life of Bungo Stray Dogs leading up to the Season 5 Premiere which will exclusively debut during the panel. 
"
2,3:45 PM,4:30 PM,1545,1630,petree-hall,N,N,Conversation with YOSHIKI,"Don't miss this special event with music superstar YOSHIKI (leader of legendary rockbands X JAPAN and THE LAST ROCKSTARS) as he reveals the dramatic stories behind his hit anime theme songs (including Attack on Titan and Saint Seiya) and his collaborations with artists from around the world, plusgives fans a preview of his upcoming world tour! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,4:00 PM,4:50 PM,1600,1650,404-AB,N,N,"“Ani-monozukuri Award"" – the forefront of anime culture!","Anime has actively been utilized in Japan by business enterprises for marketing purposes, and such trend has spread to variety of industries recently. Ani-Monozukuri Award was founded back in 2017 to commend excellent collaboration works. In this panel we will talk about the award and introduce some awarded/nominated examples from past awards.
***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,4:00 PM,5:20 PM,1600,1720,406-AB,N,N,Origami: Hashi or Chopstick Holder and Wolf Claws,"The next time you're waiting for your food to arrive at a Japanese restaurant, you'll know how to fold your hashi wrapper into a ""bird"" chopstick holder. Then learn how to fold paper to make scary looking claws for your hands.***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.*** "
2,4:00 PM,4:50 PM,1600,1650,511,N,N,What is ”Noodle Stopper” by FURYU,"What is a ""Noodle Stopper""? Why did FURYU develop the ""Noodle Stopper""? FURYU will introduce in detail and the possibilities of Noodle Stopper. At this panel, you can win FURYU's product in a “JANKEN” competition. All participants will also receive a gift from FURYU. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,4:30 PM,5:50 PM,1630,1750,main-events,N,Y,Demon Slayer: Kimetsu no Yaiba Special Event Presented by Aniplex of America,"The smash hit series Demon Slayer: Kimetsu no Yaiba returns to Anime Expo to discuss the latest Swordsmith Village Arc with special guests Natsuki Hanae (Tanjiro Kamado), Kengo Kawanishi (Muichiro Tokito), and Aniplex Producer Yuma Takahashi! ***This room will NOT be cleared prior to this panel. This room will be cleared for the next panel.*** "
2,4:30 PM,5:20 PM,1630,1720,408-AB,N,N,VIZ Official Industry Panel,"Welcome our special guests from Japan, Kotaro Takata, the artist of Zom 100: Bucket List of the Dead, and Masakazu Morita, the voice of BLEACH’s Ichigo Kurosaki! Plus, check out what’s upcoming for all your favorite series including Chainsaw Man, Spy x Family, My Hero Academia, and more! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,4:30 PM,5:50 PM,1630,1750,403-AB,N,N,"Movie ""Kaina of the Great Snow Sea: Star Sage"" US PREMIERE","U.S. Premiere of the movie of “Kaina of The Great Snow Sea” by Tsutomu Nihei, creator of “BLAME!” and “Knight of Sidonia”! On a planet sunk in the Snow Sea where civilization has declined, a boy and a princess seek for the truth of their dying world. A groundbreaking post-apocalyptic fantasy by Tsutomu Nihei! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,5:00 PM,5:50 PM,1700,1750,jw-diamond,N,N,What is it like to be an American Vtuber with a Japanese agency?,"Join V4Mirai, a new English-speaking Vtuber group from Brave group (VSPO!/RIOTMUSIC), as we discuss the unique experience of being an American Vtuber with a Japanese agency. Learn about the challenges, cultural differences, and rewards of navigating two worlds in the rapidly evolving Vtuber industry ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,5:00 PM,5:50 PM,1700,1750,402-AB,N,N,Understanding The Animation Pipeline,Come join us as we explore the ins and out of the animation pipeline. We’ll be looking at all the stages from design to boards to editing. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
2,5:00 PM,6:20 PM,1700,1820,409-AB,N,N,Weeaboo Feud,Anime version of “Family Feud”  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
2,5:00 PM,6:20 PM,1700,1820,411,N,N,Acky Bright’s live drawing magic: 3 decks challenge,"Acky Bright, a master of design that combines cute and cool, will give a new kind of live drawing performance. The audience is invited to choose a theme, and Acky will improvise to create a unique character right before them! Additionally, there will be plenty of limited-edition items for raffle! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,5:30 PM,6:30 PM,1730,1830,jw-platinum,?,?,Mushoku Tensei: Jobless Reincarnation Season 2 North American Premiere,"Catch the North American premiere of second season of hit isekai series, Mushoku Tensei: Jobless Reincarnation, along with special guest, Producer Nobuhiro Osawa!"
2,5:30 PM,6:20 PM,1730,1820,petree-hall,N,N,SEGA Presents: Dragons of Japan – A Yakuza/Like a Dragon Panel,"Join the first-ever RGG Studio panel at Anime Expo for an hour-long chat about the creation of one of Japan's greatest game series, its evolution through the years, and upcoming games, with surprises for attendees! Panelists include Hiroyuki Sakamoto (SEGA/RGG Studio producer for the Yakuza/Like a Dragon series), Takaya Kuroda (legendary voice actor and Yakuza/Like a Dragon's main protagonist Kazuma Kiryu), Yong Yea (voice actor and popular video game Youtuber), and more! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,5:30 PM,6:20 PM,1730,1820,404-AB,N,N,Anime streetwear- The Love Story of Hip Hop and Anime,How hip hop and anime both influenced each other creating a type of streetwear to give a new view of what being an anime fan looks like. A panel of anime streetwear company owners who come from both backgrounds culturally. The trendsetters/trailblazers for otakus of the present and future. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
2,5:30 PM,6:20 PM,1730,1820,511,N,N,Azuki Manga Industry Panel feat. Mecha-Ude,"Join the staff of manga publisher and subscription service Azuki (azuki.co) to celebrate the launch of the Mecha-Ude: Mechanical Arms manga; learn more about our latest series and our apps on iOS, Android, and Web; and be the first to hear about new license announcements. There will be special guests and prizes too! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,6:00 PM,10:00 PM,1800,2200,grammy-museum-terrace,?,?,One Piece Episode 1000 Dub World Premiere,"Toei Animation and Crunchyroll will co-host the ""One Piece Episode 1000 Dub World Premiere"" on July 2 at the GRAMMY Museum at L.A. Live. Premiere screening of the 1000th dub episode, live drawing, Q&A, autograph signing session with ""One Piece"" animators, dub actors, and a variety of fan experiences."
2,6:00 PM,6:50 PM,1800,1850,406-AB,N,N,Shoestring Scientists presents: Japanese Fairy Tales - An Interactive Performance,"Just as Western storytelling finds its roots in ancient myths and fables, so do the modern tales out of Japan find their source in Eastern myth. Join us as we continue the tradition of Japanese narrated performance, and discover the parallels and differences between the Japanese mythic traditions and the tales you grew up with. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,6:00 PM,7:20 PM,1800,1920,408-AB,N,Y,Learning Japanese with Anime Presented by FUJISCHOOL,"Fuji School is a Japanese language school located in Los Angeles. At the Anime Expo, we will give you a special Japanese lesson utilizing Anime as a learning tool. We also have special giveaways for you, so be sure not to miss it! ***This room will NOT be cleared prior to this panel. This room will be cleared for the next panel.***"
2,6:30 PM,7:50 PM,1830,1950,jw-diamond,N,N,KADOKAWA Animation PV Watch Party ft. Gigguk and CDawgVA,"Join us for a first time ever LIVE reaction stage featuring content creators Gigguk and CDawgVA going over the most exciting upcoming anime titles from KADOKAWA Animation. This panel will also include the US PREMIERE of the 1st Episode of Summer 2023 anime ""My Happy Marriage"". Get ready for some live Anime banter! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,6:30 PM,7:20 PM,1830,1920,402-AB,N,N,Creating the Handcrafted World of Azoria in Fae Farm,"PHX Labs’ world-class artists reveal the process of building a new cozy IP through an artisan’s lens. Learn how they focused on crafting Fae Farm with intentionality, and creating a new visual language that seeps into every corner of Azoria, the magical realm in which Fae Farm takes place. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,6:30 PM,8:20 PM,1830,2020,403-AB,N,N,Studio TRIGGER Live Drawing and Q&A,"The legendary Studio TRIGGER will put their skills on display with a live drawing, live at AX, followed by a Q&A! Come hang out to see the talent that has brought some of your favorite stories and characters to life! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.*** "
2,6:30 PM,7:30 PM,1830,1930,515-B,?,?,Maid Cafe (After Dark 18+) - Sold Out,"Treat yourself to this spicier rendition of the Maid cast with Maid Café: After Dark. You are cordially invited to admire our squad of Bunny Girls and company with their captivating dances, musical performances, and much more! The After Dark shows will have you appreciate a little more play time with this special 18+ interactive experience."
2,7:00 PM,8:00 PM,1900,2000,jw-platinum,?,?,Link Click Season 2 Premiere with Director,"Everyone's favorite photography based problem solvers are back! Don't miss your chance to watch the North American premiere of Link Click Season 2, along with special guest Haolin, director of Link Click!"
2,7:00 PM,8:20 PM,1900,2020,petree-hall,N,?,FGO 6th Anniversary x TYPE-MOON Projects,"Fate/Grand Order turns 6! Join special guests Ayako Kawasumi (Altria Pendragon), Rie Takahashi (Mash Kyrielight), Kenji Akabane (Kadoc Zemlupus), and Part 2 Director KANOU YOSHIKI along with Aniplex of America’s Albert Kao to celebrate and talk upcoming TYPE-MOON projects! ***This room will NOT be cleared prior to this panel.***"
2,7:00 PM,7:50 PM,1900,1950,404-AB,N,N,Anime Journalism: How Do Be an Otaku Gumshoe,"Join Anime News Network's Publisher, Christopher Macdonald, and a group of professional anime journalists from across your favorite sites to get pointers on how to pitch an editorial, the rigorous requirements to report the news, and more! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,7:00 PM,8:20 PM,1900,2020,409-AB,N,Y,Epic Cosplay's How to Wig with the Wig Doctor,"Are wigs the bane of your existence? Does the thought of spiking make you cry into your hairspray covered hands? Do you just want to learn how to put on a wig and keep it on? The Wig Doctor is here to show you how to wig with interactive demos, and over a decade's worth of experience! ***This room will NOT be cleared prior to this panel. This room will be cleared for the next panel.***"
2,7:00 PM,7:50 PM,1900,1950,411,N,N,GKIDS & NYAV Post Present: Dubs! Dubs! Dubs!,"In celebration of GKIDS' 15th anniversary, join GKIDS and NYAV Post as they discuss their feature films from over the years. Peek behind the curtain at what it takes to produce an English dub with fun behind-the-scenes stories from the archives. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
2,7:00 PM,8:00 PM,1900,2000,515-A,?,?,Butler Cafe (Dark Romance 18+) - Sold Out,"
"
2,7:00 PM,12:00 AM,1900,0000,the-novo,?,?,AX Summer Fest - Sold Out,"Anime Expo turns up the heat with  AX Summer Fest, a musical spectacle headlined by an acclaimed by various musical performances."
2,7:30 PM,10:00 PM,1930,2200,406-AB,N,?,DESIGN YOUR OWN SUSHI PLATE,"Join us at Anime Expo and design your own ceramic sushi plate. Theme your plate with whatever your heart desires, the choice is yours. Just let your creativity flow! The plates are a limited edition and will be numbered accordingly. Pre-registration required. ***This room will NOT be cleared prior to this panel.***"
2,7:30 PM,8:50 PM,1930,2050,511,N,Y,Inside the Voice Actors Studio - presented by The Academy of Voice Arts & Production at Bang Zoom!,"The Academy of Voice Arts & Production at Bang Zoom! presents this voice acting workshop/panel that covers practical dubbing techniques, studio protocol, and auditions. Get first-hand advice and experience from anime industry pros. Featured Guest: Lauren Landa. Moderated by: Tony Oliver. ***This room will NOT be cleared prior to this panel. This room will be cleared for the next panel.*** "
2,8:00 PM,9:20 PM,2000,2120,402-AB,N,?,Learn differences between Manga & American Comics!,"The event will feature expert speakers’ insights into the history, cultural and artistic influences, storytelling techniques, and visual styles of both mediums. Whether you are a fan of either art form, this panel promises to be an engaging and informative exploration of the similarities and differences between Manga and Comics! ***This room will NOT be cleared prior to this panel.***"
2,8:00 PM,9:20 PM,2000,2120,408-AB,Y,?,FAKKU Guest: Butcha-U Q&A - 18+,"Join bestselling hentai manga artist Butcha-U, in a one-of-a-kind Q&A! Butcha-U will share stories and experiences from the industry in Japan and talk about releasing their books in English! ***This room WILL be cleared prior to this panel.***"
2,8:30 PM,10:35 PM,2030,2235,jw-diamond,N,?,ODDTAXI in the Woods,"Odokawa is a taxi driver who lives an ordinary life. Triggered by a mysterious incident, he gets caught up in a chaotic situation. Things eventually calm down but new evidence has now come to light. Odokawa's life will once again change dramatically. ***This room will NOT be cleared prior to this panel.***"
2,8:30 PM,9:00 PM,2030,2100,jw-platinum,?,?,"Liar, Liar World Premiere","Don't miss this exclusive sneek peak of the world premiere of ""Liar, Liar"", a brand new anime."
2,8:30 PM,9:20 PM,2030,2120,404-AB,N,?,Controversial Anime Opinions,"Come on down to the Controversial Anime Opinions Panel hosted by rappers/anime inspired music artists Shao Dow (UK), Cam Steady (USA), Breeton Boi (UK), Ham Sandwich (USA) and V!CE (USA) for a hilarious interactive debate (argument) about all things anime.
Hot takes and “hear me outs” NOT sold separately!
***This room will NOT be cleared prior to this panel.***"
2,8:30 PM,9:20 PM,2030,2120,411,N,?,Classic Black Anime Characters 102,"Come check out more melanin anime characters from past titles not seen very often, not imported to the U.S. markets or forgotten over time. ***This room will NOT be cleared prior to this panel.***"
2,9:00 PM,12:00 AM,2100,0000,main-events,Y,?,2023 Masquerade & World Cosplay Summit USA Finals,"Get ready for two phenomenal cosplay events sharing the same amazing stage! The AX Masquerade is the longest running event at Anime Expo. Cheer for your favorites as they compete for incredible prizes and the coveted Best in Show on the Main Events stage! ***This room WILL be cleared prior to this panel.***

"
2,9:00 PM,10:50 PM,2100,2250,403-AB,N,?,Cosplay Wrestling Federation,An improv comedy show performed by team CWF. ***This room will NOT be cleared prior to this panel.***
2,9:00 PM,10:50 PM,2100,2250,409-AB,Y,?,LCS Auditions 18+,An open audition to compete in the LCS finals. Performers will do an audition set of no more than 2 minutes in front of a pre-selected judging panel. Judges reserve the right to end acts prematurely. ***This room WILL be cleared prior to this panel.***
2,9:00 PM,10:00 PM,2100,2200,515-B,?,?,Maid Cafe (After Dark 18+) - Sold Out,"Treat yourself to this spicier rendition of the Maid cast with Maid Café: After Dark. You are cordially invited to admire our squad of Bunny Girls and company with their captivating dances, musical performances, and much more! The After Dark shows will have you appreciate a little more play time with this special 18+ interactive experience."
2,9:30 PM,10:50 PM,2130,2250,511,Y,?,Is It Hentai? - 18+,"In this saucy 18+ gameshow, we're blindfolding 18 contestants and playing a collection of video clips from anime, hentai, and everywhere else. Based on sound alone, contestants must guess - is it hentai? ***This room WILL be cleared prior to this panel.***"
2,9:30 PM,10:30 PM,2130,2230,515-A,?,?,Butler Cafe (Dark Romance 18+) - Sold Out,"
"
2,10:00 PM,10:50 PM,2200,2250,408-AB,Y,?,BL Games at the JAST BLUE Industry Panel - 18+,Join BL game publisher JAST BLUE as we announce new licenses and discuss ongoing projects. ***This room WILL be cleared prior to this panel.***
3,10:00 AM,11:20 AM,1000,1120,main-events,?,N,Rurouni Kenshin U.S. Premiere Presented by Aniplex of America,"Aniplex of America presents the U.S. premiere of the highly anticipated series, Rurouni Kenshin, at Anime Expo! The exclusive screening will be followed by an exclusive discussion with special guests Soma Saito (Kenshin Himura), Rie Takahashi (Kaoru Kamiya), and Aniplex Producer Masami Niwa! ***This room will NOT be cleared for the next panel.***"
3,10:00 AM,10:50 AM,1000,1050,petree-hall,?,?,ATLUS Presents: The Official Persona 5 Tactica Panel,ATLUS West will be presenting their exciting new video game Persona 5 Tactica! Join the English Voice Actors as they talk about their experience behind the scenes and swing by to grab an exclusive P5T poster!
3,10:00 AM,10:50 AM,1000,1050,jw-platinum,?,N,New Anime Project by Warner Bros. Japan x WIT STUDIO,"Guessing is over! Come and find out what really is the mysterious brand-new anime project produced by Warner Bros. Japan and WIT studio, one of the most celebrated anime studios in Japan. This anime will sure to blow your mind with some of the familiar characters venturing into the ISEKAI world! ***This room will NOT be cleared for the next panel.***"
3,10:00 AM,11:20 AM,1000,1120,jw-diamond,?,N,"VShojo VTuber Panel with Apricot, Haruka, and Zentreya!","This panel features VShojo talents that have captured the hearts of millions around the world! Join Apricot, Haruka, and Zentreya for a fun interactive session where you'll get to know them better, hear stories, and ask them questions. Come discover what makes these talents unique and special! ***This room will NOT be cleared for the next panel.***"
3,10:00 AM,10:50 AM,1000,1050,402-AB,?,N,Raising Kids And Anime: Parent (Or Guardian) Like An OP MC!,"Raising kids is hard, so why not make it fun with Anime? Join parents Kyle & Christine Malone and 20yr Military Child and Youth Services veteran Brian Brantley to discuss the influence, and potential, Anime has in the realm of raising kids.***This room will NOT be cleared for the next panel.*** "
3,10:00 AM,11:20 AM,1000,1120,403-AB,?,N,Utano☆Princesama SHINING STAR STAGE -LOVE in DREAM-,"Anime Expo 2023 and Shining Production present SHINING STAR STAGE -LOVE in DREAM-, a joint performance by ST☆RISH and QUARTET NIGHT full of love and dreams that first aired in 2021!
***This room will NOT be cleared for the next panel.***"
3,10:00 AM,10:50 AM,1000,1050,409-AB,?,N,Yo Mama!,"Don't you dare talk about my momma that way! This panel will discuss character growth and behaviors of some mothers in anime. Moms like Delia Ketchum from pokemon, to recent moms like Inko Midoriya and newly made mothers like Hinata Hyuga of Boruto. Let's talk about the evolution of motherhood! ***This room will NOT be cleared for the next panel.***"
3,10:00 AM,12:20 PM,1000,1220,411,?,N,Let's Study in Japan! Guide to Japanese Universities,"Many Japanese universities welcome international students. Enjoy the presentations covering incentives such as “English Admission System”, “Courses in English”, ""Scholarships” and more! If you would like to experience and enjoy Japanese life, studying in Japan is a great option for you! ***This room will NOT be cleared for the next panel.***"
3,10:00 AM,11:20 AM,1000,1120,511,?,N,"From Concept to Creation: The First Reveal of a New Anime Series, 未ル（Miru)","Did you see the MASSIVE ROBOT in the South Hall Lobby? Join the team at 未ル (Miru) for the FIRST REVEAL of details about their new anime expected to release in 2024. The artist of the Key Visual, YKBX, will also be joining to conduct an exciting LIVE DRAWING as well! This is a panel you surely wouldn't want to miss! All participants will receive an FREE tote bag.  ***This room will NOT be cleared for the next panel.***"
3,10:30 AM,11:20 AM,1030,1120,404-AB,?,N,Otome 101: The History of Female-Oriented Games!,"Satisfy your curiosity about otome game culture with Ikémen Series Producer Hiroto Kuramasu! What is otome? What is Joseimuke? From consoles to mobile apps, discover the now and then of the genre and much more! ***This room will NOT be cleared for the next panel.***"
3,11:00 AM,11:50 AM,1100,1150,408-AB,?,N,Mega64 20th Anniversary Panel,"Mega64 has been creating videos and short films since 2003, creating some of the most strange and viral clips the world of video games and anime have ever seen. Join them in celebrating their 20th anniversary and see unseen videos, do Q&A, and look towards the future! ***This room will NOT be cleared for the next panel.***"
3,11:00 AM,12:00 PM,1100,1200,515-B,?,?,Maid Cafe,"Escape from reality and step into a world full of moe. Inspired by the maid cafes of Akihabara, Anime Expo’s Maid Café has been one of our most popular events. Our cute and courteous maids are ready to entertain you, whether they break out in song and dance or settle in with your table to play a game. Enjoy a drink and an interactive show, and don’t forget to thank the maids on your way out!"
3,11:30 AM,12:50 PM,1130,1250,petree-hall,N,N,Aniplex of America x A-1 Pictures Industry Panel,"Aniplex of America and A-1 Pictures team up for the ultimate industry panel! Hear about Aniplex’s 2023 anime line-up straight from the staff of Aniplex of America, plus an exclusive behind the scenes look into anime production from the staff of the prestigious A-1 Pictures studio! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,11:30 AM,12:20 PM,1130,1220,jw-platinum,N,N,Bushiroad Panel at Anime Expo 2023!,"Join us at the Bushiroad Panel while we go over the latest news on ""Cardfight!! Vanguard"", ""Weiß Schwarz"", ""BanG Dream!"", ""D4DJ"" and more! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,11:30 AM,12:20 PM,1130,1220,402-AB,N,N,You Gotta Read This Webtoon!,"There's so much to discover in webtoons, but what's worth reading? Hear from online influencers and reps from top webtoon publishers, including David Lee, VP of Content at WEBTOON; Marion ""Microwavey"" Pena, podcaster at Saturday Night Shoggy and Toonami Faithful; Ryley Moore, vlogger at The Omnibus Collector; Kae Winters, Marketing Lead at TokyoPop; and Deb Aoki from Mangasplaining and Publishers Weekly as they try to entice readers to check out their picks in rapid-fire recommendation rounds. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,11:30 AM,12:20 PM,1130,1220,409-AB,N,N,Crochet 101: Workshop,"Learn to crochet! This 1 needle technique of weaving yarn will be taught at the basic level. This foundation will lead to Amigurumi, the Japanese art of crocheting small, stuffed yarn creatures and cosplay accessories. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,11:45 AM,12:45 PM,1145,1245,515-A,?,?,Butler Cafe,"Treat yourself to Anime Expo’s Butler Café! Guests are invited to enjoy musical performances, dances, and much more! The AX Butler Café will make you feel refreshed in this one-of-a-kind interactive experience."
