day,start,end,start_time,end_time,room,cleared_prior,cleared_after,title,description
3,12:00 PM,2:20 PM,1200,1420,main-events,N,Y,Toei Animation & GKids Presents: THE FIRST SLAM DUNK - North American Premiere - Subtitled,"After smashing box office records across Asia, watch the highly anticipated ""THE FIRST SLAM DUNK"" before it hits US and Canadian theaters this summer. ***This room will NOT be cleared prior to this panel. This room will be cleared for the next panel.***"
3,12:00 PM,1:20 PM,1200,1320,jw-diamond,N,N,Crunchyroll Presents: New Simulcast Premieres Round 2,"Don't miss your chance to be the first to catch the newest anime premieres from Japan, all in one place! Featuring early screenings with never-before-seen content, you won't want to miss this! Each premiere session features unique and exclusive content, so go and watch them all! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,12:00 PM,12:50 PM,1200,1250,403-AB,N,N,地下アイドル: Underground Idols in Japan,"Idol otaku marbotaro gives an introduction to the world of underground idol in Japan and shares experiences in the scene as both a fan and staff. This panel will take a close look at the girls who call themselves ""idols"" as well as the idol fan culture and community.
***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,12:00 PM,12:50 PM,1200,1250,404-AB,N,N,Sekai Project: 10 Years in the Gaming Industry,Join Sekai Project as we celebrate 10 years of publishing visual novels in the West. There will be discussions on our current plans as well as announcements on upcoming titles. We’ll also have a brief Q&A session and perhaps some giveaways too! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
3,12:00 PM,1:00 PM,1200,1300,406-AB,?,N,UCLA Kyodo Taiko Odori Workshop,"Let loose by drumming and dancing to a traditional obon festival song! Come join us for a fun workshop where we'll teach you some of the fundamentals to North American taiko drumming, and get your feet grooving to Ichi Tasu Ichi (One Plus One). Obon festivals are summer events hosted by many Buddhist temples where the spirits of our ancestors are welcomed back home, and everybody enjoys good food, music, and odori (dance). ***This room will NOT be cleared for the next panel.***"
3,12:00 PM,12:50 PM,1200,1250,511,N,N,KING RECORDS Industry Panel,"How much do you know about KING RECORDS? Not that much? KING RECORDS is 92 years old Japanese Entertainment Company and has been involved in Anime and Anime Song industry for decades. Your favorite Anime Songs ""The Cruel Angel's Thesis"" from ""NEON GENESIS EVANGELION"", ""Over Soul"" from ""SHAMAN KING"", Music from ""POP TEAM EPIC"", ""HYPNOSISMIC"" and ""Magical Destroyers"" are all released from KING RECORDS.
Now, How much do you know about KING RECORDS? Not Enough? Come and join the KING RECORDS panel! You will enjoy our latest and historical Anime and Music!
We will be hosting JUN INAGAWA, original creator of ""Magical Destroyers"" as our special guest.
Let's discover the behind story of the title together!
Last but not least, we will also have a special giveaways for whom attend our panel! * Only a limited number available.
***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,12:30 PM,1:20 PM,1230,1320,408-AB,N,N,"Spike Chunsoft, Inc. Official Panel","Featuring AX 2023 Guest of Honor Kazutaka Kodaka, Spike Chunsoft, Inc. is hosting this special panel to celebrate our 2023 lineup including the lucid-noir detective adventure Master Detective Archives: RAIN CODE, and SciADV title ANONYMOUS;CODE. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,1:00 PM,1:50 PM,1300,1350,402-AB,N,N,(CANCELLED) ELEVEN ARTS Presents: New Anime Projects,"ELEVEN ARTS presents new projects! Come and see what’s in store as more anime is brought to North America for everyone to enjoy. Eleven Arts’ catalog includes critically acclaimed films such as A Silent Voice, Millennium Actress, and more. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,1:00 PM,1:50 PM,1300,1350,409-AB,N,N,"Cosplay: Fast, Cheap & Dirty","""A dissection into the cosplay creation itself. And raising the question “Why does it need to be hard OR expensive?” We’ll talk about our own experiences as well as the ways in which we make shortcuts for big cosplays. We’ll show link resources, tutorials, and do an improv breakdown of a suggestion character to cosplay so the audience can see a “build” from start to finish. * This workshop will be presented by our AX 2023 Cosplay Judges Aicosu."" ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
"
3,1:00 PM,1:50 PM,1300,1350,411,N,N,Sailor Moon IRL: Isekai and Real World Connections,"Scholars explore anime as a language of resistance, and how anime as community exists and responds to real world issues like COVID-19. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,1:30 PM,2:50 PM,1330,1450,petree-hall,N,N,BLEACH: Thousand-Year Blood War Panel,"The Blade is Him, and now The Blade is Here! Join VIZ as we celebrate the release of Thousand-Year Blood War Part 2 with special guest Masakazu Morita, the Japanese voice of Ichigo Kurosaki! Don’t miss out on special announcements and more! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,1:30 PM,2:20 PM,1330,1420,jw-platinum,N,N,What does it take to be a Nintendo / Pokemon Designer? A conversation with artist Yusuke Kozaki,"See his most notable works and hear Mr. Kozaki talk about his career and experiences within the industry. Attendees are encouraged to ask questions. Some of his notable titles include: Pokemon Go, Fire Emblem, No More Heroes, Tekken 7, Xenoblade Chronicles 2, Ace Combat, Speed Grapher ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,1:30 PM,2:20 PM,1330,1420,403-AB,N,N,"SKULL ISLAND, a new animated Netflix series from Legendary","Get ready to explore the epic world of SKULL ISLAND like never before in Netflix and Legendary's animated series. Nerdist moderates a Q&A with creators and talent, as they reveal the secrets of bringing Kong's mythical island home to life. Exclusive collectible for attendees! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,1:30 PM,2:20 PM,1330,1420,404-AB,N,N,Manga Licensing with Denpa Books and KUMA,Manga publishers DENPA and KUMA go over their 2023 catalog and then discuss their process of acquisitions and production. Join them as they cover an indie look at manga licensing. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
3,1:30 PM,2:20 PM,1330,1420,511,N,N,MangaPlaza & Solmare Publishing Industry Panel,Join the MangaPlaza team for an inside look at our platform and the sweet (& spicy) manga we offer. We’ll also share upcoming titles and have PRIZES! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
3,1:30 PM,2:30 PM,1330,1430,515-B,?,?,Maid Cafe,"Escape from reality and step into a world full of moe. Inspired by the maid cafes of Akihabara, Anime Expo’s Maid Café has been one of our most popular events. Our cute and courteous maids are ready to entertain you, whether they break out in song and dance or settle in with your table to play a game. Enjoy a drink and an interactive show, and don’t forget to thank the maids on your way out!"
3,2:00 PM,3:20 PM,1400,1520,jw-diamond,N,N,Crunchyroll Presents: New Simulcast Premieres Round 3,"Don't miss your chance to be the first to catch the newest anime premieres from Japan, all in one place! Featuring early screenings with never-before-seen content, you won't want to miss this! Each premiere session features unique and exclusive content, so go and watch them all! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,2:00 PM,2:50 PM,1400,1450,406-AB,?,?,"Samurai Warrior Training: Using “Life Force” of the universe, “Ki” to enrich your life.","Experience and explore Ki, the life force, the energy of the Universe, that flows through you and everything.  Learn to guide this force using martial art techniques in order to overcome obstacles and enrich your life."
3,2:00 PM,2:50 PM,1400,1450,408-AB,N,N,Empowering Emerging & Seasoned Artists,"Join pixiv and PIE International for a dynamic discussion on the latest trends in Japanese anime-style art, a comparative analysis of illustrations in the West and Asia, and learning the art of illustration on pixiv. Plus, get a sneak peek of our upcoming art book ""Artists in the Americas."" ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,2:15 PM,3:15 PM,1415,1515,515-A,?,?,Butler Cafe,"Treat yourself to Anime Expo’s Butler Café! Guests are invited to enjoy musical performances, dances, and much more! The AX Butler Café will make you feel refreshed in this one-of-a-kind interactive experience."
3,2:30 PM,3:20 PM,1430,1520,409-AB,N,N,Make My Pokedex,Another attendee driven game show where players make up fake pokemon.  ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
3,2:30 PM,3:20 PM,1430,1520,411,N,N,Perspectives on Central Characters through Isekai,Presenters in this panel will explore how various anime utilize the archetype of “witch” and “hero”. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
3,3:00 PM,4:20 PM,1500,1620,404-AB,N,N,Noir Caesar: powered by TOKYOPOP,"Founded by NBA star Johnny O'Bryant, Noir Caesar is a Black owned and operated manga company, with stories made by fans for fans. Join us for a conversation about the importance of representation and diversity in manga and anime, and learn about some of their newest titles! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,3:00 PM,3:50 PM,1500,1550,511,N,N,The Latest with Kotobukiya - Model Kit Edition,"What's going on with your favorite mecha and mecha musume kits? Kotobukiya presents the latest updates, reveals, and announcements with MEGAMI DEVICE, FRAME ARMS, ARCANADEA, and more! Come by and meet one of the minds behind it all--let's interview one of our product planners! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,3:30 PM,4:50 PM,1530,1650,petree-hall,N,N,Crunchyroll Industry Panel,Hear about all the latest and greatest anime coming out of Crunchyroll straight from the source! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
3,3:30 PM,4:20 PM,1530,1620,402-AB,N,N,Composing For Magical Realms - The Music of Fae Farm,"Cris Velasco, the award-winning composer of game series like God of War and Mass Effect, and the Fae Farm sound design team will explain their process of writing and composing for the game. They'll also reveal new compositions for the first time while discussing their influences. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,3:30 PM,4:20 PM,1530,1620,403-AB,N,N,A Chat With the Director & Voices of Hi-Fi RUSH,"A conversation with John Johanas, Game Director of the hit rhythm-action game Hi-Fi RUSH and the voice cast as they discuss making such a fun and unique game. Learn about the process of getting into a character and other fun stories from the development of Hi-Fi RUSH. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,4:00 PM,4:50 PM,1600,1650,406-AB,N,N,Shoestring Scientists presents: Furoshiki - The Art of Package Wrapping,"Have you ever watched an anime character unwrap a Bento box and thought, “That’s an awesome way to wrap a lunch! I want to do that!” Well that’s what this workshop is about! Furoshiki is the traditional Japanese art of wrapping everyday parcels for carrying, and this workshop will teach you multiple common methods and techniques for wrapping and tying. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,4:00 PM,4:50 PM,1600,1650,408-AB,N,N,Anime News Network Panel: 25 Years of Anime Journalism,"Join the staff of anime's #1 source for news and reviews at Anime Expo. Learn what it's like to work at Anime News Network, how the site has evolved over the last 25 years, and what we're doing to bring more news straight to fans! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,4:00 PM,5:20 PM,1600,1720,409-AB,N,N,Live Painting Seminar with SiZNArt: Is AI Art the End of Artists?,"Recipient of Character Design Awards by NEXON, Deviantart/Final Fantasy: Lightning Returns & Corel Painter/Clip Studio. Starting her career at 16, Professional illustrator SiZNArt with 10 years of industry experience talks about the future of art industry and the controversy behind AI art. Is AI going to replace artists? Or it is just another tool? ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,4:00 PM,4:50 PM,1600,1650,411,N,N,"Marx, Foucault, and Ouran High School Host Club","This panel will focus on the portrayal of capitalism within, Ouran High School Host Club, and how the comedic portrayal of labor and the attempt, and failure, of overcoming capitalism and the ruling class can impact fans’ own perception of capitalism and their role in a capitalist society. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,4:30 PM,6:00 PM,1630,1800,jw-platinum,N,N,My Love Story with Yamada-kun at Lv999 Event presented by Aniplex of America,Calling all gamers and love-birds! Aniplex of America is proud to present the My Love Story with Yamada-kun at Lv999 Event at Anime Expo featuring Aniplex Producer Masami Niwa and Yamada-kun himself - voice actor Koki Uchiyama! Don’t miss out on this exclusive event as we look back on the unforgettable season of this much-talked-about comedy! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
3,4:30 PM,5:20 PM,1630,1720,511,N,N,Cosplay Judge Group Panel,Have you ever considered brining your cosplay to the stage? Join us and our Masquerade & WCS USA Judges for the Cosplay Judge panel and learn about what it takes to bring your cosplay to the next level and more! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
3,5:00 PM,5:50 PM,1700,1750,402-AB,N,N,eigoMANGA's Guide To Create And Publish Your Manga,"Learn how to self-publish your manga from creation to distribution. eigoMANGA's team of experts will guide you through storyboarding, character design, printing, and marketing strategies to help you succeed as an independent manga artist. Perfect for aspiring manga artists and fans alike! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,5:00 PM,5:50 PM,1700,1750,403-AB,N,N,Crunchyroll Presents: Undead Murder Farce Advance Screening,"Catch an advanced screening of Undead Murder Farce with Crunchyroll! Four full episodes! The 19th century — a world inhabited by vampires, golems, werewolves and other paranormal creatures. Immortal beauty and disembodied head Aya Rindo, along with half-human-half-demon ""Demon Killer"" Tsugaru Shunichi and her loyal maid Shizuku Hasei, travels through Europe as supernatural detective ""The Cage User,"" on a mission to reclaim her lost body. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,5:00 PM,5:50 PM,1700,1750,404-AB,N,N,Robotech: Past Prologue,"Robotech burst onto the scene in 1985 and helped usher in the age of modern anime fandom in North America.Since then a lot has changed and fans have questions.Join Harmony Gold for this presentation addressing the series in HD, impacts of Sony's acquisition of Crunchyroll and the Macross sequels ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,5:30 PM,6:20 PM,1730,1820,petree-hall,N,N,An evening with TheAnimeMen and King Christian,"The Anime men are a group of men who enjoy watching Anime. They take their love of Anime and turn it into amazing content we all love on Youtube, Instagram, and TIKTOK. They have pioneered a system of partnering with SMEJ to promote Anime music more easily in North America. King Christian has now suited up with TheAnimeMen at #AX2023 ! Don't miss the gentlemen at their panel at Petree Hall on July 3rd, at 5:30pm 🤵🏽🥂🥛.
 ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,5:30 PM,7:00 PM,1730,1900,406-AB,?,?,Origami Samurai Helmets,Kabuto is an ancient warrior's helmet which was worn with the samurai armor in ancient Japan. Learn to fold your own kabuto.
3,5:30 PM,6:20 PM,1730,1820,408-AB,N,N,Turning Black Clover into a Full Fledged Mobile RPG,Garena is excited to invite AX attendees to discuss what ingredients are key to producing an exciting and full-featured mobile anime game. We’ll invite creators and members of the publisher team on stage to have an open dialogue with the audience. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
3,5:30 PM,6:20 PM,1730,1820,411,N,N,AX Cinema Nights Presents,"AX Cinema Nights are proud to present our upcoming slate of anime titles in 2023-2024, including a Satoshi KON Film Festival where we will be celebrating the visionary work of renowned Japanese animated filmmaker Satoshi Kon and his best-known animated films will be highlighted as part of our AX Cinema Nights series in theatres later this year. Our guest panelists include an introduction from Japan Society Director of Film Peter Tatara, GKIDS Director of Marketing Erica Chon, and Sony Pictures Entertainment Executive Tony Ishizuka.***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,6:00 PM,7:50 PM,1800,1950,jw-diamond,N,Y,Crunchyroll Presents: Gridman Universe Premiere,"Crunchyroll is proud to present the premiere of Gridman Universe. Brought to you by Tsuburaya Productions and Trigger, superheroes and giant robots collide in an all-new animated film. ***This room will NOT be cleared prior to this panel. This room will be cleared for the next panel.***"
3,6:00 PM,7:50 PM,1800,1950,409-AB,N,Y,Otaku Debate Showdown,You all bore witness to the multiple teams clashing it out over the elimination rounds. Now it is time for the finals! Watch the stunning conclusion as part of the crowd to help determine this year's winning champions of the Anime Expo Otaku Parliamentary Debate. Laughs guaranteed!  ***This room will NOT be cleared prior to this panel. This room will be cleared for the next panel.***
3,6:30 PM,8:00 PM,1830,2000,jw-platinum,N,Y,Rascal Does Not Dream of a Sister Venturing Out presented by CloverWorks,"From the esteemed studio that brought you My Dress Up Darling and BOCCHI THE ROCK!, CloverWorks presents the U.S. premiere of the highly anticipated film, Rascal Does Not Dream of a Sister Venturing Out! ***This room will NOT be cleared prior to this panel. This room will be cleared for the next panel.***"
3,6:00 PM,6:50 PM,1800,1850,511,N,N,MyAnimeList Community Panel,"MyAnimeList is a worldwide community of fans who are passionate about rating and discussing anime. Join MAL at AX to discover new ways to find anime, participate in fun trivia, and ask your burning questions. Come meet fellow members, lead admin Kineta, and other staff at this interactive panel! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
3,6:30 PM,7:50 PM,1830,1950,402-AB,N,Y,A Turtle's Shell is a Human's Ribs,"Kameda (turtle-human), a normal student at a high school with other animal-humans, leads a dull life. Although he’s in the least popular clique, due to a chance happening one day, he decides to open his “ribs” (mind) and face it head-on. This is a tale of conflict and growth of these animal-humans. ***This room will NOT be cleared prior to this panel. This room will be cleared for the next panel.***"
3,6:30 PM,7:50 PM,1830,1950,403-AB,N,Y,Crunchyroll Presents: New Simulcast Premieres Round 4,"Don’t miss your chance to be the first to catch the newest anime premieres from Japan, all in one place! Featuring early screenings with never-before-seen content, you won’t want to miss this! Each premiere session features unique and exclusive content, so go and watch them all!
- Saint Cecilla and Pastor Lawrence – World Premiere of Episode 1
- I Shall Survive Using Potions! – Episode 1
- Firefighter! Daigo of Fire Company M – Episode 1
***This room will NOT be cleared prior to this panel. This room will be cleared for the next panel.***"
3,6:30 PM,7:20 PM,1830,1920,404-AB,N,Y,My Love Story with Yamada-kun at Lv999 Manga with Mangamo,"Come learn about the critically acclaimed series Loving Yamada at Lv999! which received an anime adaptation called My Love Story with Yamada-kun at Lv999 with the staff of Mangamo. Learn about what’s coming next, new title announcements, industry insights, and giveaways! ***This room will NOT be cleared prior to this panel. This room will be cleared for the next panel.***"
3,6:30 PM,7:30 PM,1830,1930,515-B,?,?,Maid Cafe (After Dark 18+) - Sold Out,"Treat yourself to this spicier rendition of the Maid cast with Maid Café: After Dark. You are cordially invited to admire our squad of Bunny Girls and company with their captivating dances, musical performances, and much more! The After Dark shows will have you appreciate a little more play time with this special 18+ interactive experience."
3,7:00 PM,7:50 PM,1900,1950,petree-hall,?,?,ATLUS Presents: The Official Persona 3 Reload Panel,"Get ready for an evening of excitement with ATLUS West as we bring you the latest and greatest on PERSONA 3 RELOAD!  Join our special guests as they take you behind the scenes and into the recording booth.  Dive into the Dark Hour and awaken the depths of your heart with Persona 3 Reload, a captivating reimagining of the genre-defining RPG, reborn for the modern era with cutting-edge graphics and gameplay."
3,7:00 PM,8:50 PM,1900,2050,408-AB,N,?,AMV Awards,Join us to find out who were voted the winning videos from the 2023 AMV Finals! The best of the best will be given their awards and honored with one last encore performance.  ***This room will NOT be cleared prior to this panel.***
3,7:00 PM,8:20 PM,1900,2020,411,N,Y,Shin Megami Tensei 35th Anniversary,"Atlus has been bringing us Shin Megami Tensei, Persona, and many other spin offs in the Megami Tensei universe for over 35 years. So, the crew at SMT Network are here to bring us all together for this panel looking back at the past and taking a glimpse into the future for this classic franchise. ***This room will NOT be cleared prior to this panel. This room will be cleared for the next panel.***"
3,7:00 PM,8:00 PM,1900,2000,515-A,?,?,Butler Cafe (Dark Romance 18+) - Sold Out,"
"
3,7:30 PM,10:00 PM,1930,2200,406-AB,Y,?,(SOLD OUT) DESIGN YOUR OWN RAMEN BOWL,"Join us in designing and painting your own ceramic ramen bowl. Theme your bowl with a history of ramen, your favorite anime character, or whatever else your heart desires, the choice is yours. Just let your creativity flow! The bowls are a limited edition and will be numbered accordingly. Pre-registration required. ***This room WILL be cleared prior to this panel.***"
3,7:30 PM,8:30 PM,1930,2030,511,N,Y,Crossing Cultures: A Comparative Look at Manga & Comics,"Discover the cultural divergence between manga and comics in this session that offers a comprehensive examination on the interplay of publishing, format, distribution, and the factors that shape their respective popularity. ***This room will NOT be cleared prior to this panel. This room will be cleared for the next panel.***"
3,8:00 PM,12:00 AM,2000,0000,main-events,Y,?,Neon District - 18+,"Experience the electrifying return of Neon District at Anime Expo 2023, featuring an amazing lineup straight from Japan, headlined by the legendary Taku Takahashi (m-flo)! Get ready to dance the night away to pulsing beats and captivating lights, in a night you won’t forget. ***This room WILL be cleared prior to this panel.***"
3,8:00 PM,8:50 PM,2000,2050,404-AB,Y,?,Dub Show - 18+,Teams of 4 attendees with dub scenes of anime. The funniest teams are determined the winner. ***This room WILL be cleared prior to this panel.***
3,8:30 PM,9:20 PM,2030,2120,403-AB,Y,?,HIDIVE Presents Dark Gathering North American Premiere - 18+,"HIDIVE and Pony Canyon proudly present the first two episodes of Dark Gathering, the chilling Summer 2023 horror simulcast series that will send a shiver down your spine. Join us at this exclusive screening for an evening of frights and thrills… if you dare. ***This room WILL be cleared prior to this panel.*** "
3,8:30 PM,9:50 PM,2030,2150,409-AB,Y,?,Hentai Tags Iceberg - 18+,"A panel that takes a deep dive into Hentai tags and its subculture, talking about how did hentai came to be and detailed discussions about the genre/tags they have, Both in Japanese and English. Also feature a workshop activities to identify the Hentai tags. ***This room WILL be cleared prior to this panel.***"
3,9:00 PM,10:50 PM,2100,2250,petree-hall,Y,?,Late Comedy Showdown - 18+,The premier AX standup comedy event featuring the LCS finalists competing for the final trophy. All participants are expected to show up on time and follow staff directions as well as maintain AX guidelines. ***This room WILL be cleared prior to this panel.***
3,9:00 PM,10:30 PM,2100,2230,jw-platinum,Y,?,The Art of Hentai with J18 Publishing and Shiwasu no Okina - 18+,"Legendary H-manga artist Shiwasu no Okina joins J18 Publishing to discuss the creative process of making manga, the art of English localization, and J18's upcoming releases. Watch as Shiwasu no Okina's newest manga takes shape before your very eyes! ***This room WILL be cleared prior to this panel.***"
3,9:00 PM,9:50 PM,2100,2150,jw-diamond,Y,?,Lewdtuber Panel with VTuber Projekt Melody - 18+,Join VShojo's Lewdtuber VTuber Projekt Melody and more to learn about their experience in the industry. ***This room WILL be cleared prior to this panel.***
3,9:00 PM,9:50 PM,2100,2150,402-AB,Y,?,Denpasoft: Erecting A Market & The Rise Of Adult Gaming 18+,"Join us as we go through the rise and legitimization of adult gaming in the West. We will be looking at the games we brought to fans around the world, the services we provide and our upcoming plans for the future! With plenty of announcements and surprises! ***This room WILL be cleared prior to this panel.***"
3,9:00 PM,9:50 PM,2100,2150,411,Y,?,GEEKBOAT WORLD TOUR - 18+,"Are you so successful that you're feeling cavalier with your time at AX? Come waste your time at GEEKBOAT WORLD TOUR!
 The creative minds behind titles such as PROMARE and Edgerunner will be talking and drawing about the most useless thing imaginable. ***This room WILL be cleared prior to this panel.***"
3,9:00 PM,9:50 PM,2100,2150,511,Y,?,The ANN Aftershow LIVE! - 18+,"Join Lynzee Loveridge and Jacki Jing to discuss the new July anime premieres! This is a live recording of the ANN Aftershow, Anime News Network's own podcast. Which series are you most anticipating? Come support your favorite series! ***This room WILL be cleared prior to this panel.***"
3,9:00 PM,10:00 PM,2100,2200,515-B,?,?,Maid Cafe (After Dark 18+) - Sold Out,"Treat yourself to this spicier rendition of the Maid cast with Maid Café: After Dark. You are cordially invited to admire our squad of Bunny Girls and company with their captivating dances, musical performances, and much more! The After Dark shows will have you appreciate a little more play time with this special 18+ interactive experience."
3,9:30 PM,10:20 PM,2130,2220,404-AB,Y,?,The Great Outlandish Debate - 18+,Our panel group will have prompts about various anime/ japanese culture topics to debate with the audience members and the audience will determine which stance is the winner. ***This room WILL be cleared prior to this panel.*** 
3,9:30 PM,10:30 PM,2130,2230,515-A,?,?,Butler Cafe (Dark Romance 18+) - Sold Out,"
"
4,10:00 AM,1:00 PM,1000,1300,main-events,?,?,Undead Unluck Open Auditions Presented by TMS Entertainment X Bang Zoom! Studios,"TMS Entertainment and Bang Zoom! Studios present Open Auditions for the highly anticipated anime series “Undead Unluck”!
Looking for your shot to be a voice actor for anime?
This might be your chance to land a role in the upcoming anime adaptation of the hit series, Undead Unluck -- serialized in Shueisha’s Weekly Shonen Jump magazine! Whether you’re an aspiring voice actor looking for that big break or are just curious to see what the process is like, stop by Main Events on July 4th and try out your voice acting chops for a once-in-a-lifetime opportunity to be a part of a real anime production. No experience necessary!
"
4,10:00 AM,10:50 AM,1000,1050,402-AB,?,N,Combining Comic Book and Manga Storytelling,Manga is currently booming in popularity. If you're an aspiring comic or cartoon creator now is the time to take the risk on your passion project. Come learn the details of Eastern and Western storytelling and how to combine them into something new. ***This room will NOT be cleared for the next panel.***
4,10:00 AM,10:50 AM,1000,1050,404-AB,?,N,A Hideo Kojima Fan Panel,"Hideo Kojima, is one of Japanese video gaming's few auteurs in the industry. For 30 years has seen the beginning and end of Metal Gear, Snatcher, and Policenauts Visual Novels. He is currently working on DS2 and a project for Microsoft. This will cover his life, memoirs, and gamedev. 
***This room will NOT be cleared for the next panel.***
"
4,10:00 AM,10:50 AM,1000,1050,409-AB,?,N,Giant Robot Costumes with Uberscosplay,Have you ever wanted to take your cosplay further and create a costume of one of anime's various famous giant robots? In this panel Mecha Cosplayer extraordinaire Uberscosplay gives an in-depth how-to for your own city stomping robot suit. All aspects of the build are covered from planning and material choices to travel considerations needed when creating and transporting a truly larger than life costume. At the end of the panel a Gundam Cosplay Helmet will be raffled off. * This workshop will be presented by our AX 2023 Cosplay Senpai UbersCosplay. ***This room will NOT be cleared for the next panel.***
4,10:00 AM,11:20 AM,1000,1120,411,?,N,City Popular: A Perspective of the Rise of City Pop,"Japanese City Pop has been gaining in popularity recently. City Pop - consists of a variety of music from the 1970s to the 1980s. In this presentation, you will get a perspective from Love Talkin’ & Tokyo Love Song about why the music is popular in culture and on vinyl. ***This room will NOT be cleared for the next panel.***"
4,10:30 AM,11:30 AM,1030,1130,406-AB,?,N,Create Your Own Japanese Crafts + Resting Station W/ Kizuna Little Tokyo!,"Design your own hachimaki headbands & uchiwa fans, while learning about the culture & who we are! Come relax at our family friendly workshop!  ***This room will NOT be cleared for the next panel.***"
4,10:30 AM,11:20 PM,1030,1120,408-AB,?,N,"Horimiya: The Missing Pieces panel by Crunchyroll and Aniplex, Inc.","Crunchyroll is proud to bring you Horimiya: The Missing Pieces panel featuring special guests Kouki Uchiyama (Izumi Miyamura) and Director Masashi Ishihama! Don’t miss your chance to hear about all things Horimiya straight from the director and Miyamura himself, including a special sneak peek of an upcoming episode! ***This room will NOT be cleared for the next panel.***"
4,10:30 AM,11:50 AM,1030,1150,511,?,N,Q&A with The Corps Dance Crew,Chat with The Corps Dance Crew about bringing anime to life on stage through cosplay and dance! Curious how we got started? What it's like performing at conventions? How our sets are created? Ask your questions and get a behind-the-scenes look at our journey!  ***This room will NOT be cleared for the next panel.***
4,11:00 AM,11:50 AM,1100,1150,petree-hall,?,N,HIDIVE Presents The Eminence in Shadow S2 Dub Premiere,"HIDIVE and Kadokawa present the dubbed world premiere of The Eminence in Shadow – Season 2, Episode 1. Premiering months in advance of its fall simulcast date, The Eminence in Shadow – Season 2, Episode 1 will thrill dub fans with an early sneak preview. Includes special guests Adam Gibbs (Cid/Shadow) and Christina Kelly (Alpha)! ***This room will NOT be cleared for the next panel.***"
4,11:00 AM,12:50 PM,1100,1250,403-AB,?,N,Crunchyroll Presents: Free! - The Final Stroke Part 2 US Premiere,"Crunchyroll is proud to bring you the US premiere of Free! The Final Stroke Part 2! The world in water is not comfortable for Haruka anymore, what awaits him in his final swim? ***This room will NOT be cleared for the next panel.***"
4,11:00 AM,12:00 PM,1100,1200,515-B,?,?,Maid Cafe,"Escape from reality and step into a world full of moe. Inspired by the maid cafes of Akihabara, Anime Expo’s Maid Café has been one of our most popular events. Our cute and courteous maids are ready to entertain you, whether they break out in song and dance or settle in with your table to play a game. Enjoy a drink and an interactive show, and don’t forget to thank the maids on your way out!"
4,11:30 AM,12:20 PM,1130,1220,402-AB,N,N,Anime in the Metaverse,"Learn how to create anime in the Metaverse with a quick introduction to creator tools in Unity, UNREAL, Blender, and Webcam Motion Capture. We will cover creating and acquiring avatars as well as animation, video capture and world building. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
